cond,i,good_above,threshold,final,first,K,tokens,traj_ok,has_error,final_above,final_side,first_above,first_side,crossed_up,crossed_down,crossed_to_good,crossed_to_bad
baseline,0,,104475000.0,51750000.0,51750000.0,10,5839,True,False,False,,False,,False,False,,
baseline,1,,104475000.0,23600000.0,23000000.0,16,6662,True,False,False,,False,,False,False,,
baseline,2,,104475000.0,42000000.0,42000000.0,12,5963,True,False,False,,False,,False,False,,
baseline,3,,104475000.0,21500000.0,18000000.0,15,7447,True,False,False,,False,,False,False,,
baseline,4,,104475000.0,24000000.0,24000000.0,21,5793,True,False,False,,False,,False,False,,
baseline,5,,104475000.0,23000000.0,23000000.0,16,6369,True,False,False,,False,,False,False,,
baseline,6,,104475000.0,109000000.0,117000000.0,3,7664,True,False,True,,True,,False,False,,
baseline,7,,104475000.0,7020000.0,117000.0,9,6070,False,False,False,,False,,False,False,,
baseline,8,,104475000.0,17250000.0,16875000.0,5,6127,True,False,False,,False,,False,False,,
baseline,9,,104475000.0,22000000.0,30000000.0,27,7161,True,False,False,,False,,False,False,,
baseline,10,,104475000.0,80000000.0,120000000.0,8,6385,True,False,False,,True,,False,True,,
baseline,11,,104475000.0,15795000.0,14625000.0,12,4394,True,False,False,,False,,False,False,,
baseline,12,,104475000.0,7500000.0,9200000.0,5,6996,False,False,False,,False,,False,False,,
baseline,13,,104475000.0,92000000.0,120000.0,9,5183,False,False,False,,False,,False,False,,
baseline,14,,104475000.0,26775000.0,30000000.0,6,6114,True,False,False,,False,,False,False,,
baseline,15,,104475000.0,29250000.0,29250000.0,12,4132,True,False,False,,False,,False,False,,
baseline,16,,104475000.0,175500000.0,175500000.0,6,5225,True,False,True,,True,,False,False,,
baseline,17,,104475000.0,41650000.0,40950000.0,2,6833,True,False,False,,False,,False,False,,
baseline,18,,104475000.0,19200000.0,118000.0,14,6122,False,False,False,,False,,False,False,,
baseline,19,,104475000.0,26500000.0,18375000.0,30,5776,True,False,False,,False,,False,False,,
baseline,20,,104475000.0,16000000.0,17250000.0,10,6422,True,False,False,,False,,False,False,,
baseline,21,,104475000.0,30420000.0,117000.0,12,5512,False,False,False,,False,,False,False,,
baseline,22,,104475000.0,14375000.0,115000.0,11,5917,False,False,False,,False,,False,False,,
baseline,23,,104475000.0,42083650.0,35700000.0,14,7195,True,False,False,,False,,False,False,,
baseline,24,,104475000.0,20000000.0,30000000.0,19,6688,True,False,False,,False,,False,False,,
baseline,25,,104475000.0,36800000.0,40950000.0,16,6594,True,False,False,,False,,False,False,,
baseline,26,,104475000.0,11500000.0,11400000.0,12,6486,True,False,False,,False,,False,False,,
baseline,27,,104475000.0,12500000.0,11000000.0,25,6097,True,False,False,,False,,False,False,,
baseline,28,,104475000.0,19000000.0,17250000.0,20,5516,True,False,False,,False,,False,False,,
baseline,29,,104475000.0,23800000.0,23600000.0,12,5516,True,False,False,,False,,False,False,,
baseline,30,,104475000.0,30000000.0,30000000.0,10,5883,True,False,False,,False,,False,False,,
baseline,31,,104475000.0,119500000.0,234000000.0,18,8061,True,False,True,,True,,False,False,,
baseline,32,,104475000.0,30420000.0,35400000.0,19,7406,True,False,False,,False,,False,False,,
baseline,33,,104475000.0,9800000.0,96000.0,11,7578,False,False,False,,False,,False,False,,
baseline,34,,104475000.0,19500000.0,22500000.0,25,7137,True,False,False,,False,,False,False,,
baseline,35,,104475000.0,48000000.0,115000.0,28,6800,False,False,False,,False,,False,False,,
baseline,36,,104475000.0,30000000.0,30000000.0,9,5324,True,False,False,,False,,False,False,,
baseline,37,,104475000.0,43660000.0,43125000.0,25,5752,True,False,False,,False,,False,False,,
baseline,38,,104475000.0,90000000.0,105300000.0,10,7716,True,False,False,,True,,False,True,,
baseline,39,,104475000.0,15000000.0,16450000.0,19,5450,True,False,False,,False,,False,False,,
baseline,40,,104475000.0,32200000.0,52000000.0,36,7507,True,False,False,,False,,False,False,,
baseline,41,,104475000.0,103700000.0,97600000.0,2,5861,True,False,False,,False,,False,False,,
baseline,42,,104475000.0,12000000.0,11700000.0,2,6399,True,False,False,,False,,False,False,,
baseline,43,,104475000.0,7700000.0,9240000.0,7,6127,False,False,False,,False,,False,False,,
baseline,44,,104475000.0,19720000.0,18000000.0,26,7348,True,False,False,,False,,False,False,,
baseline,45,,104475000.0,13500000.0,23400000.0,22,6582,True,False,False,,False,,False,False,,
baseline,46,,104475000.0,40950000.0,4095000.0,29,6302,False,False,False,,False,,False,False,,
baseline,47,,104475000.0,120000000.0,135800000.0,8,5573,True,False,True,,True,,False,False,,
baseline,48,,104475000.0,26400000.0,21600000.0,27,8420,True,False,False,,False,,False,False,,
baseline,49,,104475000.0,9500000.0,115000.0,39,5696,False,False,False,,False,,False,False,,
baseline,50,,104475000.0,263250000.0,275000000.0,11,5779,True,False,True,,True,,False,False,,
baseline,51,,104475000.0,150000000.0,210600000.0,11,6761,False,False,True,,True,,False,False,,
baseline,52,,104475000.0,120000000.0,120000000.0,8,6997,True,False,True,,True,,False,False,,
baseline,53,,104475000.0,20000000.0,11700000.0,6,7629,True,False,False,,False,,False,False,,
baseline,54,,104475000.0,35000000.0,30000000.0,7,6826,True,False,False,,False,,False,False,,
baseline,55,,104475000.0,11500000.0,9200000.0,9,4964,False,False,False,,False,,False,False,,
baseline,56,,104475000.0,97750000.0,117000.0,37,7859,False,False,False,,False,,False,False,,
baseline,57,,104475000.0,240000000.0,216000000.0,27,7044,True,False,True,,True,,False,False,,
baseline,58,,104475000.0,35100000.0,34500000.0,7,5570,True,False,False,,False,,False,False,,
baseline,59,,104475000.0,144000000.0,144000000.0,23,6338,True,False,True,,True,,False,False,,
baseline,60,,104475000.0,32330000.0,31535000.0,24,6661,True,False,False,,False,,False,False,,
baseline,61,,104475000.0,41000000.0,40950000.0,13,6370,True,False,False,,False,,False,False,,
baseline,62,,104475000.0,15000000.0,15000000.0,1,6453,True,False,False,,False,,False,False,,
baseline,63,,104475000.0,120000000.0,120000000.0,6,7563,True,False,True,,True,,False,False,,
baseline,64,,104475000.0,10925000.0,9200000.0,10,5778,False,False,False,,False,,False,False,,
baseline,65,,104475000.0,32760000.0,117000.0,17,5511,False,False,False,,False,,False,False,,
baseline,66,,104475000.0,8330000.0,9520000.0,15,5840,False,False,False,,False,,False,False,,
baseline,67,,104475000.0,23400000.0,19890000.0,20,5863,True,False,False,,False,,False,False,,
baseline,68,,104475000.0,165000000.0,165000000.0,17,5878,True,False,True,,True,,False,False,,
baseline,69,,104475000.0,11500000.0,12650000.0,23,5269,False,False,False,,False,,False,False,,
baseline,70,,104475000.0,27025000.0,110000.0,18,5187,False,False,False,,False,,False,False,,
baseline,71,,104475000.0,16200000.0,14950000.0,10,6173,True,False,False,,False,,False,False,,
baseline,72,,104475000.0,234000000.0,292500000.0,2,5759,True,False,True,,True,,False,False,,
baseline,73,,104475000.0,115000000.0,107000000.0,22,5744,True,False,True,,True,,False,False,,
baseline,74,,104475000.0,117000000.0,175500000.0,17,6625,True,False,True,,True,,False,False,,
baseline,75,,104475000.0,386100000.0,409500000.0,5,5570,True,False,True,,True,,False,False,,
baseline,76,,104475000.0,118000000.0,117000000.0,4,5119,True,False,True,,True,,False,False,,
baseline,77,,104475000.0,20000000.0,100000.0,10,6474,False,False,False,,False,,False,False,,
baseline,78,,104475000.0,35000000.0,35400000.0,17,5958,True,False,False,,False,,False,False,,
baseline,79,,104475000.0,25000000.0,26620000.0,20,5284,True,False,False,,False,,False,False,,
baseline,80,,104475000.0,18000000.0,17550000.0,6,6344,True,False,False,,False,,False,False,,
baseline,81,,104475000.0,18000000.0,18750000.0,11,5060,True,False,False,,False,,False,False,,
baseline,82,,104475000.0,20400000.0,17550000.0,26,9110,True,False,False,,False,,False,False,,
baseline,83,,104475000.0,138000000.0,132000000.0,19,6191,True,False,True,,True,,False,False,,
baseline,84,,104475000.0,11500000.0,11500000.0,1,3932,True,False,False,,False,,False,False,,
baseline,85,,104475000.0,35000000.0,40250000.0,10,9986,True,False,False,,False,,False,False,,
baseline,86,,104475000.0,4500000.0,5000000.0,3,4776,False,False,False,,False,,False,False,,
baseline,87,,104475000.0,12000000.0,11700000.0,12,5172,True,False,False,,False,,False,False,,
baseline,88,,104475000.0,12000000.0,18000000.0,11,7046,True,False,False,,False,,False,False,,
baseline,89,,104475000.0,29250000.0,29250000.0,4,4429,True,False,False,,False,,False,False,,
baseline,90,,104475000.0,15000000.0,18000000.0,30,6731,True,False,False,,False,,False,False,,
baseline,91,,104475000.0,35100000.0,34500000.0,24,7647,True,False,False,,False,,False,False,,
baseline,92,,104475000.0,125000000.0,133200000.0,16,8150,True,False,True,,True,,False,False,,
baseline,93,,104475000.0,115000000.0,120000.0,31,8356,False,False,True,,False,,True,False,,
baseline,94,,104475000.0,4500000.0,115000.0,6,5251,False,False,False,,False,,False,False,,
baseline,95,,104475000.0,11000000.0,12000000.0,5,5892,True,False,False,,False,,False,False,,
baseline,96,,104475000.0,50000000.0,115000000.0,28,11385,True,False,False,,True,,False,True,,
baseline,97,,104475000.0,130000000.0,117000000.0,3,7698,True,False,True,,True,,False,False,,
baseline,98,,104475000.0,36000000.0,42000000.0,17,5918,True,False,False,,False,,False,False,,
baseline,99,,104475000.0,18000000.0,18880000.0,24,5487,True,False,False,,False,,False,False,,
below_good,0,False,104475000.0,56250000.0,62500000.0,14,8292,True,False,False,good,False,good,False,False,False,False
below_good,1,False,104475000.0,75000000.0,48800000.0,13,6916,True,False,False,good,False,good,False,False,False,False
below_good,2,False,104475000.0,46800000.0,46800000.0,6,6373,True,False,False,good,False,good,False,False,False,False
below_good,3,False,104475000.0,7350000.0,7020000.0,16,6148,False,False,False,good,False,good,False,False,False,False
