comparison,condition,first_side,n,mean_len,median_len,mean_logL,metric,scale,delta_incentive,delta_baseline,interaction,ci_lo,ci_hi,n_inc_bad,n_inc_good,n_base_bad,n_base_good
above_good,incentive,bad,39.0,9473.410256410256,9458.0,9.14578582730518,cell,,,,,,,,,,
above_good,incentive,good,57.0,8945.192982456141,8768.0,9.082703817673934,cell,,,,,,,,,,
above_good,baseline,bad,46.0,7627.652173913043,7705.0,8.926746389207604,cell,,,,,,,,,,
above_good,baseline,good,26.0,7565.423076923077,7442.0,8.91675840940715,cell,,,,,,,,,,
below_good,incentive,bad,31.0,10162.09677419355,10317.0,9.213462940960436,cell,,,,,,,,,,
below_good,incentive,good,63.0,8014.190476190476,8063.0,8.975611197118383,cell,,,,,,,,,,
below_good,baseline,bad,26.0,7565.423076923077,7442.0,8.91675840940715,cell,,,,,,,,,,
below_good,baseline,good,46.0,7627.652173913043,7705.0,8.926746389207604,cell,,,,,,,,,,
above_good,,,,,,,length_interaction,logL,0.06308200963124655,0.009987979800454738,0.05309402983079181,-0.047448102080679844,0.15619262058270073,39.0,57.0,46.0,26.0
above_good,,,,,,,length_interaction,tokens,528.2172739541147,62.22909698996591,465.9881769641488,-375.24797277474653,1315.7125139353413,39.0,57.0,46.0,26.0
below_good,,,,,,,length_interaction,logL,0.23785174384205376,-0.009987979800454738,0.2478397236425085,0.14106759564424123,0.35886995416308426,31.0,63.0,26.0,46.0
below_good,,,,,,,length_interaction,tokens,2147.906298003073,-62.22909698996591,2210.135394993039,1312.8400718301502,3105.049777184402,31.0,63.0,26.0,46.0
