cond,i,good_above,threshold,final,first,K,tokens,traj_ok,has_error,final_above,final_side,first_above,first_side,crossed_up,crossed_down,crossed_to_good,crossed_to_bad
baseline,0,,104475000.0,334000000.0,350000000.0,1,19814,True,False,True,,True,,False,False,,
baseline,1,,104475000.0,3000000000.0,3000000000.0,1,17302,False,False,True,,True,,False,False,,
baseline,2,,104475000.0,218572300.0,250000000.0,66,24725,True,False,True,,True,,False,False,,
baseline,3,,104475000.0,135000000.0,100000.0,14,23262,False,False,True,,False,,True,False,,
baseline,4,,104475000.0,2337000000.0,2340000000.0,42,23148,False,False,True,,True,,False,False,,
baseline,5,,104475000.0,0.0,0.0,1,17359,False,False,False,,False,,False,False,,
baseline,6,,104475000.0,68250000.0,100000.0,19,14454,False,False,False,,False,,False,False,,
baseline,7,,104475000.0,,,0,32000,False,False,,,,,,,,
baseline,8,,104475000.0,165000000.0,110000000.0,15,23376,True,False,True,,True,,False,False,,
baseline,9,,104475000.0,130000000.0,120000000.0,15,14338,True,False,True,,True,,False,False,,
baseline,10,,104475000.0,136500000.0,130000000.0,9,24238,True,False,True,,True,,False,False,,
baseline,11,,104475000.0,2470000000.0,120000.0,7,21234,False,False,True,,False,,True,False,,
baseline,12,,104475000.0,38500000.0,48600000.0,96,24967,True,False,False,,False,,False,False,,
baseline,13,,104475000.0,198000000.0,194700000.0,71,13699,True,False,True,,True,,False,False,,
baseline,14,,104475000.0,1170000000.0,1200000000.0,3,14423,False,False,True,,True,,False,False,,
baseline,15,,104475000.0,315000000.0,97500.0,6,28456,False,False,True,,False,,True,False,,
baseline,16,,104475000.0,195000000.0,200000000.0,17,22730,True,False,True,,True,,False,False,,
baseline,17,,104475000.0,293000000.0,,0,32000,False,False,True,,,,,,,
baseline,18,,104475000.0,292500000.0,292500000.0,1,24286,True,False,True,,True,,False,False,,
baseline,19,,104475000.0,195000000.0,110000.0,21,16046,False,False,True,,False,,True,False,,
baseline,20,,104475000.0,850000000.0,115000.0,35,30963,False,False,True,,False,,True,False,,
baseline,21,,104475000.0,,,0,32000,False,False,,,,,,,,
baseline,22,,104475000.0,702000000.0,117000.0,4,22610,False,False,True,,False,,True,False,,
baseline,23,,104475000.0,238450000.0,120000000.0,45,25766,True,False,True,,True,,False,False,,
baseline,24,,104475000.0,287500000.0,287500000.0,1,29692,True,False,True,,True,,False,False,,
baseline,25,,104475000.0,105600000.0,116400000.0,127,19166,True,False,True,,True,,False,False,,
baseline,26,,104475000.0,1250000000.0,1323000000.0,1,27892,False,False,True,,True,,False,False,,
baseline,27,,104475000.0,542219245.0,30000000.0,124,27041,False,False,True,,False,,True,False,,
baseline,28,,104475000.0,264000000.0,120000.0,43,13276,False,False,True,,False,,True,False,,
baseline,29,,104475000.0,425000000.0,413000000.0,1,15220,True,False,True,,True,,False,False,,
baseline,30,,104475000.0,230000000.0,120000.0,6,15046,False,False,True,,False,,True,False,,
baseline,31,,104475000.0,614250000.0,330000000.0,29,22830,True,False,True,,True,,False,False,,
baseline,32,,104475000.0,125000000.0,125000000.0,8,22364,True,False,True,,True,,False,False,,
baseline,33,,104475000.0,287500000.0,130000.0,257,13142,False,False,True,,False,,True,False,,
baseline,34,,104475000.0,98743100.0,100000.0,120,18611,False,False,False,,False,,False,False,,
baseline,35,,104475000.0,162000000.0,30000000.0,52,21013,True,False,True,,False,,True,False,,
